信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食安通,黄豆,黄豆芽,,/,,2020-11-20,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.0825mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-04-01,
食安通,黄豆,黄豆芽,,/,,2020-11-24,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.0645mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-04-01,
食安通,黄豆,黄豆芽,,/,,2020-11-24,,,4-氯苯氧乙酸钠(以4-氯苯氧乙酸计)（不得检出）,,0.174mg/kg,,不合格,国内监督抽查(云南省市场监督管理局),2021-04-01,
食安通,黄豆,黄豆芽,,/,,2020-09-09,,,6-苄基腺嘌呤(6-BA)（不得检出）,,22.5μg/kg,,不合格,国内监督抽查(安徽省市场监督管理局),2021-03-31,
食安通,白砂糖,美维扎白砂糖（分装）,,新疆美维扎国际贸易有限公司,,2020.11.04,,,标签,,不合格,,不合格,国内监督抽查(新疆维吾尔自治区市场监督管理局),2021-03-17,
食安通,白砂糖,白砂糖,,库尔勒丰华食品有限公司,,2020.11.12,,,标签,,不合格,,不合格,国内监督抽查(新疆维吾尔自治区市场监督管理局),2021-03-17,
食安通,白砂糖,白砂糖,,广西田东南华糖业有限责任公司二糖厂,,2019-12-31,,,色值（≤150IU）,,177IU,,不合格,国内监督抽查(浙江省市场监督管理局),2021-03-31,
食安通,淀粉,红薯淀粉,,深圳市太港食品有限公司东莞分公司,,2020-12-15,,,"菌落总数（n=5,c=2,m=10000,M=100000）",,700；4.2×104；5.5×104；5.5×104；5.0×104CFU/g,,不合格,国内监督抽查(广东省市场监督管理局),2021-03-18,
食安通,陈醋,老陈醋,,哈密市石油基地锦江酱醋厂,,2020.04.08,,,不挥发酸（以乳酸计）（≥0.50g/100ml）;可溶性无盐固形物（≥1.00g/100ml）,,0.21g/100ml;0.49g/100ml,,不合格,国内监督抽查(新疆维吾尔自治区市场监督管理局),2021-03-17,
食品伙伴网,糖浆,果葡糖浆（F42）,淀粉及淀粉制品-->淀粉糖,安徽鸿昌糖业科技有限公司 ,安徽鸿昌糖业科技有限公司 ,2021-03-03,,,,,,,合格,国内监督抽查(安徽市场监管局),2021-03-03,
食品伙伴网,糖浆,F60果葡糖浆,淀粉及淀粉制品-->淀粉糖,东莞市壹糖天下糖业有限公司（分装） ,东莞市大岭山阿成餐饮店 ,2021-03-18,,,,,,,合格,国内监督抽查(广东市场监管局),2021-03-18,
食品伙伴网,糖浆,麦芽糖浆,淀粉及淀粉制品-->淀粉糖,青州市亿青园糖业有限公司 ,莱州市万通市场延俊食品原料经销处 ,2021-03-24,,,,,,,合格,国内监督抽查(山东市场监管局),2021-03-24,
食品伙伴网,糖浆,麦芽糖浆（玉米糖浆）,淀粉及淀粉制品-->淀粉糖,江苏先卓食品科技股份有限公司 ,莱州市府前东街洋顺商行 ,2021-03-24,,,,,,,合格,国内监督抽查(山东市场监管局),2021-03-24,
食品伙伴网,糖浆,葡萄糖浆,淀粉及淀粉制品-->淀粉糖,诸城东晓生物科技有限公司 ,莱州市鲁苑贸易有限公司 ,2021-03-24,,,,,,,合格,国内监督抽查(山东市场监管局),2021-03-24,
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,/ ,广州市越江山餐饮管理有限公司 ,2021-03-03,,,,,,,合格,国内监督抽查(广东市场监管局),2021-03-03,
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,/ ,吴川市海港城大酒楼有限公司 ,2021-03-03,,,,,,,合格,国内监督抽查(广东市场监管局),2021-03-03,
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,/ ,茂名市电白区水东镇黄金娣水产档 ,2021-03-03,,,,,,,合格,国内监督抽查(广东市场监管局),2021-03-03,
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,绥化市宝兴生猪屠宰有限公司 ,双桥区尹森水产店 ,2021-03-19,,,,,,,合格,国内监督抽查(河北市场监管局),2021-03-19,
食品伙伴网,生蚝,生蚝,餐饮环节产品-->水产品,/ ,哈尔滨市松北区渝乐圈餐厅 ,2021-03-31,,,,,,,合格,国内监督抽查(黑龙江市场监管局),2021-03-31,
食品伙伴网,生蚝,生蚝（大）,水产及其制品-->生鲜（冻）水产品,/ ,北京粹香蛙餐饮有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,生蚝,生蚝（小）,水产及其制品-->生鲜（冻）水产品,/ ,北京粹香蛙餐饮有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,生蚝,生蚝,水产及其制品-->生鲜（冻）水产品,/ ,北京丰茂餐饮有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,白砂糖,纯蔗白砂糖,食糖-->白糖,大连经济技术开发区林梅食品有限公司 ,凤城市白旗镇乐佳家超市 ,2021-03-05,,,,,,,合格,国内监督抽查(辽宁市场监管局),2021-03-05,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,北京亿惠京顺食品有限公司　 ,西单潮粥人(北京)餐饮服务有限公司 ,2021-03-12,,,,,,,合格,国内监督抽查(北京市场监管局),2021-03-12,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,库尔勒丰华食品有限公司 ,库尔勒丰华食品有限公司 ,2021-03-17,,,标签不合格,,,,不合格,国内监督抽查(新疆市场监管局),2021-03-17,
食品伙伴网,白砂糖,美维扎白砂糖（分装）,食糖-->白糖,新疆美维扎国际贸易有限公司 ,新疆美维扎国际贸易有限公司 ,2021-03-17,,,标签不合格,,,,不合格,国内监督抽查(新疆市场监管局),2021-03-17,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,天津市茂佳食品有限公司 ,水磨沟区龙盛街发春便利店（所在地：乌鲁木齐市） ,2021-03-17,,,,,,,合格,国内监督抽查(新疆市场监管局),2021-03-17,
食品伙伴网,白砂糖,白砂糖（分装）,食糖-->白糖,山东雅汇糖业有限公司 ,阜康市百乐福生活超市 ,2021-03-17,,,,,,,合格,国内监督抽查(新疆市场监管局),2021-03-17,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,新疆绿原糖业有限公司 ,且末县广博惠万家商店 ,2021-03-17,,,,,,,合格,国内监督抽查(新疆市场监管局),2021-03-17,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,库尔勒丰华食品有限公司 ,库尔勒丰华食品有限公司 ,2021-03-17,,,,,,,合格,国内监督抽查(新疆市场监管局),2021-03-17,/
食品伙伴网,白砂糖,昆仑郎白砂糖,食糖-->白糖,新疆昆仑郎食品开发有限公司 ,新疆昆仑郎食品开发有限公司 ,2021-03-17,,,,,,,合格,国内监督抽查(新疆市场监管局),2021-03-17,/
食品伙伴网,白砂糖,美维扎白砂糖（分装）,食糖-->白糖,新疆美维扎国际贸易有限公司 ,新疆美维扎国际贸易有限公司 ,2021-03-17,,,,,,,合格,国内监督抽查(新疆市场监管局),2021-03-17,/
食品伙伴网,白砂糖,百钻优级白砂糖,食糖-->白糖,安琪酵母(赤峰)有限公司 ,舟山市定海双桥笑捷食品经营部 ,2021-03-22,,,,,,,合格,国内监督抽查(浙江市场监管局),2021-03-22,/
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,中粮糖业辽宁有限公司 ,丽水市粮油副食品批发市场+丽水市卢其央副食商行 ,2021-03-22,,,,,,,合格,国内监督抽查(浙江市场监管局),2021-03-22,/
食品伙伴网,白砂糖,优级白砂糖,食糖-->白糖,安琪酵母(赤峰)有限公司 ,瑞安市农副产品市场＋瑞安市广兴和副食品商行 ,2021-03-22,,,,,,,合格,国内监督抽查(浙江市场监管局),2021-03-22,/
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,广西田东南华糖业有限责任公司二糖厂 ,瑞安市菜篮子批发交易市场＋瑞安市松付干水产批发经营部 ,2021-03-31,,,色值,IU,177,≤150IU,不合格,国内监督抽查(浙江市场监管局),2021-03-31,/
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,赤峰众益糖业有限公司 ,北京扬名餐饮管理有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,北京金众源食品有限公司 ,北京京海棠品味鱼餐饮有限公司 ,2021-04-02,,,,,,,合格,国内监督抽查(北京市场监管局),2021-04-02,
食品伙伴网,白砂糖,优级白砂糖,食糖-->白糖,江西巧嫂食品有限公司 ,郑州秀味之约商贸有限公司 ,2021-04-07,,,,,,,合格,国内监督抽查(河南市场监管局),2021-04-07,
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,重庆岚波食品有限责任公司 ,重庆谊品弘渝科技有限公司名流印象分公司 ,2021-04-07,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-04-07,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,重庆恒知轩油脂有限公司 ,合川区花漫里食品超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,安徽马鞍山两岸食品有限公司 ,璧山区丁家街道曾记干鲜店 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,武汉福达食用油调料有限公司黄金口都市工业园分公司 ,璧山区煊业食品超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,绵阳邦太食品科技有限责任公司 ,开州区惠万家便民店 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,100%纯芝麻油,食用油脂及其制品-->食用植物油,重庆市永川区瑞祥多食品厂 ,永川区张崇萍食品经营部 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,石磨纯芝麻油,食用油脂及其制品-->食用植物油,重庆有源粮油有限公司 ,云阳县福家润副食超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,成都乡王食品有限公司出品 ,江津区玉茹超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,重庆市永川区瑞祥多食品厂 ,荣昌区昌元街道品味海产品批发部 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,重庆市平易粮油有限公司 ,重庆商社新世纪百货连锁经营有限公司永川金科店 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,石磨芝麻油,食用油脂及其制品-->食用植物油,重庆豪诚食品有限公司 ,渝北区普旺超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,重庆市福牌食品有限公司 ,江津区蔡家镇晶众鑫购物中心 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯芝麻油（分装）,食用油脂及其制品-->食用植物油,四川省广汉卓越味业有限公司 ,重庆市大足区川哥冷冻食品批发部 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,遂宁市万福食品有限公司 ,江津区网红直播副食超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,武汉福达食用油调料有限公司黄金口都市工业园分公司 ,南岸区昊翰星辰食品超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,重庆市永川区瑞祥多食品厂 ,永川区易晓海食品经营部 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,重庆豪诚食品有限公司 ,綦江区刘德鑫超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,重庆超俊粮油有限公司 ,钟运洪 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,重庆文豪实业有限公司 ,忠县新燕超市 ,2021-03-25,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-25,
食品伙伴网,芝麻油,小磨黑芝麻油,食用油脂及其制品-->食用植物油,/ ,江北区润召副食店 ,2021-03-25,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-25,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,重庆市厨爽麻油调味品厂 ,谢文 ,2021-03-25,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-25,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,重庆市德凯油脂有限公司 ,凌有良 ,2021-03-25,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-25,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,四川御康农业科技有限公司 ,重庆田仓市场管理有限公司 ,2021-03-25,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-25,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,重庆市巴南区天香麻油调味品厂 ,巴南区晨汐副食品经营部 ,2021-03-29,,,乙基麦芽酚,×10⁴μg/kg,3.49,不得使用,不合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,四川省铁山春食品有限公司 ,沙坪坝区太淑副食超市 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯黑芝麻油,食用油脂及其制品-->食用植物油,重庆市鲁飞粮油有限公司 ,永川区和顺大道易联百货经营部 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,成都达恒毛实业有限公司 ,奉节县兴军副食经营部 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯芝麻油（分装）,食用油脂及其制品-->食用植物油,成都市春晖食品厂 ,忠县潇雨副食店 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,北碚区沈文虎粮油店 ,北碚区沈文虎粮油店 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
食品伙伴网,芝麻油,纯正芝麻油,食用油脂及其制品-->食用植物油,四川省饭扫光食品集团有限公司(分装) ,重庆永辉超市有限公司九龙坡区西彭镇民生广场分公司 ,2021-03-29,,,,,,,合格,国内监督抽查(重庆市场监管局),2021-03-29,
