信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食安通,大豆,寒琪笨榨大豆油,,北安市忠*粮油加工厂,,,,,酸值,,,,不合格,国内监督抽查(),2015-02-04,
食安通,黄豆,黄豆酱油,,印江土家族苗族自治县宏*食品有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-01-14,
食安通,黄豆,黄豆酱油,,印江土家族苗族自治县宏*食品有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-01-14,
食安通,黄豆,土家黄豆酱油,,沿河土家族自治县土*酱油加工厂,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-01-14,
食安通,黄豆,黄豆酱油,,铜仁市豆**酿造厂,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-01-14,
食安通,黄豆,黄豆酱油,,铜仁市绿*酱油厂,,,,,氨基酸态氮、苯甲酸,,,,不合格,国内监督抽查(),2015-01-14,
食安通,黄豆,黄豆酱油,,开平市广**调味品厂,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-01-14,
食安通,黄豆,黄豆酱油,,贵阳云岩**食品厂,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-01-14,
食安通,黄豆,黄豆酱油,,固原市原州区恒*酱醋厂,,,,,苯甲酸、柠檬黄、日落黄,,,,不合格,国内监督抽查(),2015-01-12,
食安通,黄豆,黄豆酱油,,固原市原州区明*酱醋厂,,,,,柠檬黄、日落黄、氨基酸态氮,,,,不合格,国内监督抽查(),2015-01-12,
食安通,黄豆,黄豆酱油,,黑龙江省伊春市林*食品厂,,,,,氨基酸态氮、铵盐,,,,不合格,国内监督抽查(),2015-01-08,
食安通,黄豆,黄豆酿造酱油,,昆明市经开区阿拉悟华*作坊调味品厂,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-27,
食安通,黄豆,黄豆酱油（酿造酱油）,,和硕县大*酱油醋酿造厂,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-27,
食安通,黄豆,黄豆酱油酿造酱油,,三台县宏*酿造食品厂,,,,,氨基酸态氮、苯甲酸,,,,不合格,国内监督抽查(),2015-02-27,
食安通,黄豆,好味鲜黄豆老抽,,梁山县恒*调味食品有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-27,
食安通,黄豆,黄豆酱油,,郯城净*酿造有限公司,,,,,氨基酸态氮、苯甲酸,,,,不合格,国内监督抽查(),2015-02-27,
食安通,黄豆,黄豆酱油（酿造酱油）,,吉林省桦甸市奈*食品有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-27,
食安通,黄豆,黄豆酱油（酿造酱油）,,延边德*酿造食品有限公司,,,,,铵盐,,,,不合格,国内监督抽查(),2015-02-27,
食安通,黄豆,黄豆酱油,,遵义市味**食品有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（2014-09-02）,,贵州泰**食品有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（2015-01-02）,,贵州泰**食品有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（酿造酱油）,,新疆博乐市复*酱园,,,,,氨基酸态氮、铵盐,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（酿造酱油）,,古蔺县老*酿造厂,,,,,苯甲酸,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆老抽酱油（酿造酱油）,,岳池县灵**酱油醋酿造厂,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（酿造酱油）,,西安市蓝*食品厂,,,,,环己基氨基磺酸钠（又名甜蜜素）,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（酿造酱油）,,西安市德**调味品厂,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油,,青岛惠**酿造食品有限公司,,,,,氨基酸态氮、苯甲酸,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,照宇黄豆酱油,,山东烟台市烟*酿造有限公司,,,,,氨基酸态氮、菌落总数,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（配制酱油）,,宁夏青铜峡市银*食品酿造有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油,,泰州市众*调味品有限公司,,,,,铵盐,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（酿造酱油）,,孟州市口*食品有限公司,,,,,氨基酸态氮,,,,不合格,国内监督抽查(),2015-02-16,
食安通,黄豆,黄豆酱油（酿造酱油）,,兴义市振*调味品厂,,,,,标签,,,,不合格,国内监督抽查(),2015-02-06,
食安通,白砂糖,白砂糖,,紫金华*国际食品企业有限公司,,,,,蔗糖分,,,,不合格,国内监督抽查(),2015-02-27,
食安通,白砂糖,鹏程牌白砂糖,,重庆美*食品有限公司,,,,,色值,,,,不合格,国内监督抽查(),2015-02-16,
食安通,白砂糖,白砂糖,,南京甘**糖业有限公司分装,,,,,色值,,,,不合格,国内监督抽查(),2015-02-16,
食安通,白砂糖,白砂糖,,武汉成*食品有限公司,,,,,二氧化硫残留,,,,不合格,国内监督抽查(),2015-02-05,
食安通,淀粉,玉米淀粉,,山东香****源生物科技有限公司,,,,,霉菌,,,,不合格,国内监督抽查(),2015-02-27,
食安通,淀粉,粉条（淀粉制品）,,禹州市红*薯制品有限公司,,,,,铝残留量,,,,不合格,国内监督抽查(),2015-02-27,
食安通,淀粉,粉条（淀粉制品）,,禹州市丰*薯制品有限公司,,,,,铝残留量,,,,不合格,国内监督抽查(),2015-02-27,
食安通,淀粉,优质高粘淀粉,,吉林省杞*食品有限公司,,,,,霉菌,,,,不合格,国内监督抽查(),2015-02-16,
食安通,淀粉,淀粉（马铃薯）,,神***淀粉有限责任公司,,,,,大肠菌群,,,,不合格,国内监督抽查(),2015-02-16,
食安通,淀粉,食用玉米淀粉（分装）,,山东东*食品有限公司,,,,,霉菌,,,,不合格,国内监督抽查(),2015-02-16,
食安通,淀粉,食用小麦淀粉,,平湖市林埭镇广*食品厂,,,,,大肠菌群、霉菌,,,,不合格,国内监督抽查(),2015-02-16,
食安通,淀粉,马铃薯淀粉,,固原利*淀粉有限公司,,,,,大肠菌群、菌落总数,,,,不合格,国内监督抽查(),2015-02-16,
食安通,淀粉,食用马铃薯淀粉,,山东东*食品有限公司,,,,,菌落总数,,,,不合格,国内监督抽查(),2015-02-16,
食安通,淀粉,马铃薯淀粉,,松原市百*食品有限公司,,,,,菌落总数、霉菌、酵母菌,,,,不合格,国内监督抽查(),2015-02-16,
食安通,淀粉,无淀粉烤火腿,,兰州兴*食品有限责任公司,,,,,苯并[a]芘,,,,不合格,国内监督抽查(),2015-02-16,
食安通,淀粉,南国雪精制马铃薯淀粉,,水城县兴*精淀粉有限公司,,,,,标签,,,,不合格,国内监督抽查(),2015-02-06,
食安通,淀粉,精制食用芭蕉淀粉,,兴义市余江**芋淀粉厂,,,,,标签,,,,不合格,国内监督抽查(),2015-02-06,
食安通,大蒜,紫皮大蒜,,江西上高县大*明食品有限公司,,,,,环己基氨基磺酸钠（又名甜蜜素）,,,,不合格,国内监督抽查(),2015-02-27,
食安通,芝麻油,纯芝麻油,,湖南省华*食品有限责任公司,,,,,苯并[a]芘,,,,不合格,国内监督抽查(),2015-02-16,
食安通,芝麻油,小磨芝麻油,,长丰县庄***小磨麻油调味品厂,,,,,标签、棕榈酸、硬脂酸、油酸、亚油酸、亚麻酸,,,,不合格,国内监督抽查(),2015-02-12,
食安通,芝麻油,芝麻油,,亳州市香**食品有限公司,,,,,脂肪酸组成,,,,不合格,国内监督抽查(),2015-02-12,
食安通,陈醋,老陈醋,,山西风味武汉市慈***调料有限公司,,,,,总酸,,,,不合格,国内监督抽查(),2015-01-12,
食安通,陈醋,陈醋,,灵武市晋**红枣醋业有限公司,,,,,总酸,,,,不合格,国内监督抽查(),2015-01-12,
食安通,陈醋,老陈醋,,济南槐荫一*斋南酒厂,,,,,总酸、糖精钠,,,,不合格,国内监督抽查(),2015-02-27,
食安通,陈醋,陈醋（酿造食醋）,,阳泉市裕**农产品开发有限公司,,,,,菌落总数,,,,不合格,国内监督抽查(),2015-02-16,
食安通,陈醋,陈醋,,恒*调味品有限公司,,,,,总酸,,,,不合格,国内监督抽查(),2015-02-16,
食安通,陈醋,陈醋,,黑龙江省齐齐哈尔市华*调味品厂,,,,,总酸,,,,不合格,国内监督抽查(),2015-02-16,
食安通,陈醋,陈醋,,山西省清**醋厂清镇市卫城分厂,,,,,总酸,,,,不合格,国内监督抽查(),2015-02-16,
食安通,陈醋,陈醋,,甘肃省临夏市新*清真食品有限公司,,,,,总酸,,,,不合格,国内监督抽查(),2015-02-16,
食安通,陈醋,香陈醋,,安徽天**食品有限公司,,,,,苯甲酸,,,,不合格,国内监督抽查(),2015-02-12,
RASFF,黄豆,Doritos Tangy Cheese ,cereals and bakery products,,,,2020.0204,,,,,,serious,国外预警(RASFF),15-01-2020 16:55:15,
RASFF,黄豆,Bio-Soja-Flocken - organic soy flakes,cereals and bakery products,,,,2020.0366,biocontaminants,Scopolamine,µg/kg - ppb,"6,4",,serious,国外预警(RASFF),24-01-2020 12:29:28,
RASFF,黄豆,Bio-Soja-Flocken - organic soy flakes,cereals and bakery products,,,,2020.0366,biocontaminants,Atropine,µg/kg - ppb,"19,0",,serious,国外预警(RASFF),24-01-2020 12:29:28,
RASFF,黄豆,Doritos Tangy Cheese ,cereals and bakery products,,,,2020.0204,,,,,,serious,国外预警(RASFF),15-01-2020 16:55:15,
RASFF,黄豆,Bio-Soja-Flocken - organic soy flakes,cereals and bakery products,,,,2020.0366,biocontaminants,Scopolamine,µg/kg - ppb,"6,4",,serious,国外预警(RASFF),24-01-2020 12:29:28,
RASFF,黄豆,Bio-Soja-Flocken - organic soy flakes,cereals and bakery products,,,,2020.0366,biocontaminants,Atropine,µg/kg - ppb,"19,0",,serious,国外预警(RASFF),24-01-2020 12:29:28,
RASFF,芝麻油, sesame seeds,"nuts, nut products and seeds",,,,2020.0374,pathogenic micro-organisms,Salmonella spp.,/25g,Salmonella kisil,Absence /25g,serious,国外预警(RASFF),24-01-2020 14:39:49,
RASFF,芝麻油,sesame seeds,"nuts, nut products and seeds",,,,2020.0473,pathogenic micro-organisms,no definition-Salmonella,/25g,,absence /25g,serious,国外预警(RASFF),30-01-2020 14:42:25,
RASFF,芝麻油,whitish sesame seeds,"nuts, nut products and seeds",,,,2020.0505,pathogenic micro-organisms,no definition-Salmonella,/25g,PRESENCE ,ABSENCE /25g,serious,国外预警(RASFF),31-01-2020 16:07:36,
RASFF,贝类,Bouchot live mussels,bivalve molluscs and products thereof,,,,2020.0059,,,,,,serious,国外预警(RASFF),06-01-2020 18:12:28,
RASFF,贝类,Bouchot mussels,bivalve molluscs and products thereof,,,,2020.0100,,,,,,serious,国外预警(RASFF),08-01-2020 17:13:11,
RASFF,牡蛎,Gillardeau oysters (Crassostrea gigas),bivalve molluscs and products thereof,,,,2020.0056,,,,,,serious,国外预警(RASFF),06-01-2020 17:16:27,
RASFF,牡蛎,oysters,bivalve molluscs and products thereof,,,,2020.0091,,,,,,undecided,国外预警(RASFF),08-01-2020 14:34:06,
RASFF,牡蛎,Oysters,bivalve molluscs and products thereof,,,,2020.0130,,,,,,serious,国外预警(RASFF),09-01-2020 16:15:32,
RASFF,牡蛎,cupped oysters (huitres creuses),bivalve molluscs and products thereof,,,,2020.0139,,,,,,serious,国外预警(RASFF),10-01-2020 10:15:38,
RASFF,牡蛎,Frozen oysters (Crassostrea gigas),bivalve molluscs and products thereof,,,,2020.0141,pathogenic micro-organisms,Norovirus,,Positive,None,serious,国外预警(RASFF),10-01-2020 10:32:19,
RASFF,牡蛎,Live oysters,bivalve molluscs and products thereof,,,,2020.0186,pathogenic micro-organisms,Norovirus,,,,undecided,国外预警(RASFF),14-01-2020 10:22:58,
RASFF,牡蛎,Oysters,bivalve molluscs and products thereof,,,,2020.0187,,,,,,serious,国外预警(RASFF),14-01-2020 10:33:08,
RASFF,牡蛎,Oysters,bivalve molluscs and products thereof,,,,2020.0217,,,,,,serious,国外预警(RASFF),16-01-2020 15:06:27,
RASFF,牡蛎,live oysters ,bivalve molluscs and products thereof,,,,2020.0289,pathogenic micro-organisms,too high count of-Escherichia coli,MPN/100g,490,230 MPN/100g,serious,国外预警(RASFF),21-01-2020 14:19:17,
RASFF,牡蛎,Oysters ,bivalve molluscs and products thereof,,,,2020.0292,,,,,,undecided,国外预警(RASFF),21-01-2020 15:00:22,
RASFF,牡蛎,Oysters,bivalve molluscs and products thereof,,,,2020.0332,pathogenic micro-organisms,Norovirus,, DETECTADO NOVOVIRUS GENOGRUPO II EN LOTE 09/12/2019 / PRESENCIA DE NOVOVIRUS GENOTIPOS I Y II EN LOTE 03/12/19,,serious,国外预警(RASFF),22-01-2020 17:02:53,
RASFF,牡蛎,live oysters,bivalve molluscs and products thereof,,,,2020.0375,pathogenic micro-organisms,Norovirus,/g,presence 2 gr of hepatopancreas ,absence/2 gr of hepatopancreas  /g,serious,国外预警(RASFF),24-01-2020 15:06:38,
RASFF,牡蛎,live oysters,bivalve molluscs and products thereof,,,,2020.0379,,,,,,serious,国外预警(RASFF),24-01-2020 15:30:08,
RASFF,牡蛎,Live oysters ,bivalve molluscs and products thereof,,,,2020.0445,pathogenic micro-organisms,Norovirus,/g,"Presenza norovirus Genogruppo G1 e Genogruppo G2  in 0,021 g",absence  in 2 /g,serious,国外预警(RASFF),29-01-2020 13:52:04,
RASFF,牡蛎,Live oysters ,bivalve molluscs and products thereof,,,,2020.0445,pathogenic micro-organisms,Norovirus,/g,NOROVIRUS  GII  IN 0.002   AND 0.017,ABSENCE /g,serious,国外预警(RASFF),29-01-2020 13:52:04,
RASFF,牡蛎,Live oysters ,bivalve molluscs and products thereof,,,,2020.0445,pathogenic micro-organisms,Norovirus,/g,"Norovirus  G1 in 0,022",Absence /g,serious,国外预警(RASFF),29-01-2020 13:52:04,
RASFF,牡蛎,live oysters,bivalve molluscs and products thereof,,,,2020.0450,,,,,,serious,国外预警(RASFF),29-01-2020 15:11:30,
RASFF,牡蛎,Fines de BRETAGNE,bivalve molluscs and products thereof,,,,2020.0482,,,,,,serious,国外预警(RASFF),30-01-2020 16:53:36,
RASFF,牡蛎,Oysters,bivalve molluscs and products thereof,,,,2020.0483,,,,,,serious,国外预警(RASFF),30-01-2020 17:08:00,
RASFF,牡蛎,Live oysters,bivalve molluscs and products thereof,,,,2020.0498,pathogenic micro-organisms,Norovirus,/g,Presenza norovirus Genogruppo G1 e Genogruppo G2 in 2 g /g,absence in 2 /g /g,serious,国外预警(RASFF),31-01-2020 14:22:58,
RASFF,牡蛎,Live Oysters ,bivalve molluscs and products thereof,,,,2020.0504,pathogenic micro-organisms,Norovirus,/g,"Norovirus GI RILEVATO IN 0,018g",absence  in 2 /g,serious,国外预警(RASFF),31-01-2020 15:31:59,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,湖南省长康实业有限责任公司,中百仓储咸宁购物广场有限公司咸宁分店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,华康香芝麻油,食用油脂及其制品-->食用植物油,湖南省华康食品有限责任公司,中百仓储咸宁购物广场有限公司赤壁店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,李锦记纯香芝麻油,食用油脂及其制品-->食用植物油,李锦记（广州）食品有限公司委托；制造者：李锦记（新会）食品有限公司,成都家乐福超市有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,广州市国味油脂食品有限公司,广州市国味油脂食品有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,纯正芝麻油,食用油脂及其制品-->食用植物油,广州市如丰果子调味食品有限公司,广州市如丰果子调味食品有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,海南金永丰食品有限公司,海南金永丰食品有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,海南金喜门食品有限公司,海南金喜门食品有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,重庆远飞食品有限公司,重庆远飞食品有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,重庆庆旺食用油有限公司,重庆庆旺食用油有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,金龙鱼芝麻油,食用油脂及其制品-->食用植物油,嘉里粮油（青岛）有限公司,嘉里粮油（青岛）有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,食用植物油（芝麻油）,食用油脂及其制品-->食用植物油,夏津县鑫电食用油有限公司,夏津县鑫电食用油有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,金龙鱼芝麻油 压榨,食用油脂及其制品-->食用植物油,嘉里粮油（青岛）有限公司,信阳新玛特购物休闲广场有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,委托方：上海太太乐食品有限公司；被委托方：驻马店顶志食品有限公司,沃尔玛（河南）百货有限公司郑州大学路分店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,郑州市春芝调味品有限公司,河南丹尼斯百货有限公司漯河辽河分公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,钟祥市罗师傅粮油食品有限公司,中百超市有限公司工农路店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,金龙鱼芝麻油,食用油脂及其制品-->食用植物油,益海嘉里食品营销有限公司,沃尔玛深国投百货有限公司佛山桂城分店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,钟祥市罗师傅粮油食品有限公司,武汉武商量贩连锁有限公司汉南量贩店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,100%纯芝麻油,食用油脂及其制品-->食用植物油,武汉市侏儒山食品有限公司,中百仓储超市有限公司黄浦路购物广场,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,金龙鱼芝麻油,食用油脂及其制品-->食用植物油,益海嘉里（武汉）粮油工业有限公司,梅州市喜多多超市连锁有限公司彬芳分店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,湖南省长康实业有限责任公司,中百仓储超市有限公司蔡甸金家店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,王河纯芝麻油（压榨）,食用油脂及其制品-->食用植物油,滁州市王河油脂有限公司,滁州市王河油脂有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,和县欣澄食品有限责任公司,和县欣澄食品有限责任公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,安徽省安庆市金良友食品有限责任公司,唐义勇,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,小磨纯黑芝麻油,食用油脂及其制品-->食用植物油,泾县元味油脂厂,泾县元味油脂厂,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,合肥杨氏清真食品有限公司,合肥杨氏清真食品有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,金龙鱼芝麻油,食用油脂及其制品-->食用植物油,嘉里粮油（天津）有限公司,天津物美未来商贸发展有限公司未来店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,天津市益民金星商贸有限公司,天津市益民金星商贸有限公司,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
食品伙伴网,芝麻油,金龙鱼芝麻油,食用油脂及其制品-->食用植物油,嘉里粮油（天津）有限公司,北京玉蜓桥物美商贸有限公司大成路店,2015-02-16,,,,,,,合格,国内监督抽查(原国家食药总局),2015-02-16,
