信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
RASFF,标题含环氧乙烷,环氧乙烷,冰和甜点 ,,,,2021.3830,,,,,,严肃的 ,,19-07-2021 15:42:35,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.3838,,,,,,严肃的 ,,20-07-2021 12:02:05,
RASFF,标题含环氧乙烷,环氧乙烷,复合饲料 ,,,,2021.3844,农药残留物 ,环氧乙烷 ,mg/kg - ppm,> 684,"0,01 mg/kg - ppm",严肃的 ,,20-07-2021 15:57:19,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.3845,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"1,5",,严肃的 ,,20-07-2021 16:52:33,
RASFF,标题含环氧乙烷,环氧乙烷,冰和甜点 ,,,,2021.3882,,,,,,严肃的 ,,22-07-2021 15:14:33,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.3890,,,,,,未定 ,,22-07-2021 17:30:16,
RASFF,标题含环氧乙烷,环氧乙烷,食品添加剂和调味剂 ,,,,2021.3912,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,55","0,01 mg/kg - ppm",未定 ,,23-07-2021 15:37:14,
RASFF,标题含环氧乙烷,环氧乙烷,食品添加剂和调味剂 ,,,,2021.3912,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,06","0,01 mg/kg - ppm",未定 ,,23-07-2021 15:37:14,
RASFF,标题含环氧乙烷,环氧乙烷,食品添加剂和调味剂 ,,,,2021.3913,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"56,1","0,1 mg/kg - ppm",未定 ,,23-07-2021 15:51:06,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.3941,病原微生物 ,沙门氏菌SPP。 ,mg/kg - ppm,nachgewiesen,,严肃的 ,,26-07-2021 16:17:15,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.3941,农药残留物 ,紫杉虾 ,mg/kg - ppm,"0,086","0,01 mg/kg - ppm",严肃的 ,,26-07-2021 16:17:15,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.3941,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"53,6","0,02 mg/kg - ppm",严肃的 ,,26-07-2021 16:17:15,
RASFF,标题含环氧乙烷,环氧乙烷,牛奶和奶制品 ,,,,2021.3944,,,,,,未定 ,,26-07-2021 16:40:23,
RASFF,标题含环氧乙烷,环氧乙烷,饮食食品，食品补充剂和强化食品 ,,,,2021.3949,农药残留物 ,2-氯乙醇 ,mg/kg - ppm,">2,5",,严肃的 ,,26-07-2021 17:50:57,
RASFF,标题含环氧乙烷,环氧乙烷,食品添加剂和调味剂 ,,,,2021.3128,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,360","0,010 mg/kg - ppm",严肃的 ,,16-06-2021 15:01:06,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.3133,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,44",,未定 ,,16-06-2021 16:03:34,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.3273,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.10 and 0.19,0.05 mg/kg - ppm,严肃的 ,,22-06-2021 14:51:33,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.3273,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.074,0.05 mg/kg - ppm,严肃的 ,,22-06-2021 14:51:33,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.3292,农药残留物 ,环氧乙烷 ,mg/kg - ppm,11,"0,05 mg/kg - ppm",未定 ,,23-06-2021 11:10:46,
RASFF,标题含环氧乙烷,环氧乙烷,饮食食品，食品补充剂和强化食品 ,,,,2021.3372,,,,,,严肃的 ,,25-06-2021 16:37:31,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.3375,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"130,0","0,02 mg/kg - ppm",严肃的 ,,25-06-2021 18:57:47,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.3379,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"8,1","0,01 mg/kg - ppm",严肃的 ,,28-06-2021 11:57:33,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.3380,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"11,6","0,05 mg/kg - ppm",严肃的 ,,28-06-2021 12:40:32,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.3405,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,28","0,05 mg/kg - ppm",未定 ,,29-06-2021 12:15:06,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.3462,,,,,,严肃的 ,,01-07-2021 14:20:02,
RASFF,标题含环氧乙烷,环氧乙烷,饮食食品，食品补充剂和强化食品 ,,,,2021.3586,农药残留物 ,2-氯乙醇 ,mg/kg - ppm,1030,,严肃的 ,,07-07-2021 16:17:52,
RASFF,标题含环氧乙烷,环氧乙烷,冰和甜点 ,,,,2021.3581,农药残留物 ,环氧乙烷 ,mg/kg - ppm,13,"0,1 mg/kg - ppm",未定 ,,07-07-2021 14:19:46,
RASFF,标题含环氧乙烷,环氧乙烷,饮食食品，食品补充剂和强化食品 ,,,,2021.3586,农药残留物 ,环氧乙烷 ,mg/kg - ppm,564,"0,1 mg/kg - ppm",严肃的 ,,07-07-2021 16:17:52,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.3610,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,16","0,05 mg/kg - ppm",严肃的 ,,08-07-2021 14:32:17,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.2141,,,,,,严肃的 ,,29-04-2021 12:47:04,
RASFF,标题含环氧乙烷,环氧乙烷,食品添加剂和调味剂 ,,,,2021.2119,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,57","0,02 mg/kg - ppm",严肃的 ,,28-04-2021 12:26:15,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.2346,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"10,02 +- 50%",0.1 mg/kg - ppm,严肃的 ,,11-05-2021 10:49:12,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.2363,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.55,0.05 mg/kg - ppm,严肃的 ,,11-05-2021 15:54:04,
RASFF,标题含环氧乙烷,环氧乙烷,食品添加剂和调味剂 ,,,,2021.2383,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,45","0,02 mg/kg - ppm",严肃的 ,,12-05-2021 14:09:45,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.2391,农药残留物 ,环氧乙烷 ,mg/kg - ppm,67,0.05 mg/kg - ppm,严肃的 ,,12-05-2021 15:57:13,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.2552,农药残留物 ,环氧乙烷 ,mg/kg - ppm,4.766,"0,01 mg/kg - ppm",严肃的 ,,20-05-2021 14:36:10,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.2580,农药残留物 ,环氧乙烷 ,mg/kg - ppm,72.49,no permitido,严肃的 ,,21-05-2021 13:58:59,
RASFF,标题含环氧乙烷,环氧乙烷,可可和可可制剂，咖啡和茶 ,,,,2021.2684,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"Oxyde d’éthylène (somme d’oxyde d’éthylène et de 2-chloroéthanol exprimée en oxyde d’éthylène) 1,23±0,62 ",0.1 mg/kg,严肃的 ,,26-05-2021 18:18:19,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.1522,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"19,0","0,05 mg/kg - ppm",严肃的 ,,25-03-2021 14:17:19,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.1503,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,46± 0,23",,未定 ,,24-03-2021 13:25:20,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.1515,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"1,7","0,05 mg/kg - ppm",严肃的 ,,24-03-2021 17:49:51,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.1549,农药残留物 ,环氧乙烷 ,mg/kg - ppm,17,"0,05 mg/kg - ppm",严肃的 ,,26-03-2021 14:14:46,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.1534,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,44","0,05 mg/kg - ppm",严肃的 ,,25-03-2021 17:17:31,
RASFF,标题含环氧乙烷,环氧乙烷,水果和蔬菜 ,,,,2021.1547,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,31±0,16 ","0,02 mg/kg - ppm",未定 ,,26-03-2021 13:00:52,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.1568,,,,,,严肃的 ,,26-03-2021 16:38:15,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.1588,农药残留物 ,环氧乙烷 ,mg/kg - ppm,,"0,05 mg/kg - ppm",严肃的 ,,29-03-2021 15:40:49,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.1631,,,,,,未定 ,,31-03-2021 14:10:33,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.1663,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,44","0,1 mg/kg - ppm",未定 ,,01-04-2021 14:18:38,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.1639,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"2,0","0,05 mg/kg - ppm",严肃的 ,,31-03-2021 17:16:18,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.1755,,,,,,严肃的 ,,08-04-2021 14:38:00,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.1760,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.90,0.01 mg/kg - ppm,严肃的 ,,08-04-2021 15:23:25,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.0994,,,,,,未定 ,,26-02-2021 11:24:27,
RASFF,标题含环氧乙烷,环氧乙烷,水果和蔬菜 ,,,,2021.1020,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.34+- 0.17,0.02 mg/kg - ppm,严肃的 ,,01-03-2021 11:19:38,
RASFF,标题含环氧乙烷,环氧乙烷,水果和蔬菜 ,,,,2021.1009,农药残留物 ,Flonicamid. ,mg/kg - ppm,0.25+-0.13,0.030 mg/kg - ppm,严肃的 ,,26-02-2021 17:41:25,
RASFF,标题含环氧乙烷,环氧乙烷,水果和蔬菜 ,,,,2021.1009,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.94+-0.47,0.02 mg/kg - ppm,严肃的 ,,26-02-2021 17:41:25,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.1040,,,,,,严肃的 ,,01-03-2021 16:53:34,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.1036,,,,,,严肃的 ,,01-03-2021 16:15:05,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.1067,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.45,0.1 mg/kg - ppm,未定 ,,03-03-2021 10:55:09,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.1048,,,,,,严肃的 ,,02-03-2021 14:00:38,
RASFF,标题含环氧乙烷,环氧乙烷,准备好的菜肴和小吃 ,,,,2021.1054,,,,,,严肃的 ,,02-03-2021 16:32:18,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.1124,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,837","0,05 mg/kg - ppm",严肃的 ,,04-03-2021 17:04:54,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.1092,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.066,0.05 mg/kg - ppm,未定 ,,03-03-2021 17:32:04,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.1121,,,,,,严肃的 ,,04-03-2021 16:15:09,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.1133,农药残留物 ,环氧乙烷 ,mg/kg - ppm,24,0.05 mg/kg - ppm,严肃的 ,,05-03-2021 12:40:09,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.1174,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,067","0,05 mg/kg - ppm",严肃的 ,,08-03-2021 17:54:36,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.0773,,,,,,严肃的 ,,15-02-2021 12:53:39,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.0776,,,,,,严肃的 ,,15-02-2021 13:51:55,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0782,农药残留物 ,环氧乙烷 ,mg/kg - ppm," > 5,0","0,05 mg/kg - ppm",严肃的 ,,15-02-2021 15:20:16,
RASFF,标题含环氧乙烷,环氧乙烷,水果和蔬菜 ,,,,2021.0797,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,58±0,29 ",0.02 mg/kg - ppm,严肃的 ,,15-02-2021 19:25:36,
RASFF,标题含环氧乙烷,环氧乙烷,水果和蔬菜 ,,,,2021.0798,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,14±0,07",0.02 mg/kg - ppm,严肃的 ,,15-02-2021 19:48:33,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.0805,,,,,,严肃的 ,,16-02-2021 09:27:59,
RASFF,标题含环氧乙烷,环氧乙烷,脂肪和油脂 ,,,,2021.0813,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"1,1",,严肃的 ,,16-02-2021 14:13:25,
RASFF,标题含环氧乙烷,环氧乙烷,脂肪和油脂 ,,,,2021.0813,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,89",,严肃的 ,,16-02-2021 14:13:25,
RASFF,标题含环氧乙烷,环氧乙烷,脂肪和油脂 ,,,,2021.0813,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,71",,严肃的 ,,16-02-2021 14:13:25,
RASFF,标题含环氧乙烷,环氧乙烷,脂肪和油脂 ,,,,2021.0813,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,83",,严肃的 ,,16-02-2021 14:13:25,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.0838,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"<0,01","0,05 mg/kg - ppm",严肃的 ,,17-02-2021 14:43:04,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.0818,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"10,9","0,02 (fuer frische Ingwerwurzel) mg/kg - ppm",严肃的 ,,16-02-2021 16:07:48,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.0818,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"10,7"," 0,02 (fuer frische Ingwerwurzel)  mg/kg - ppm",严肃的 ,,16-02-2021 16:07:48,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.0818,农药残留物 ,环氧乙烷 ,mg/kg - ppm,> 5," 0,02 (fuer frische Ingwerwurzel)  mg/kg - ppm",严肃的 ,,16-02-2021 16:07:48,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.0818,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"15,00"," 0,02 (fuer frische Ingwerwurzel)  mg/kg - ppm",严肃的 ,,16-02-2021 16:07:48,
RASFF,标题含环氧乙烷,环氧乙烷,可可和可可制剂，咖啡和茶 ,,,,2021.0845,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,35",,严肃的 ,,17-02-2021 16:41:41,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0848,农药残留物 ,环氧乙烷 ,mg/kg - ppm,18.1,0.05 mg/kg - ppm,严肃的 ,,18-02-2021 11:38:53,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0851,农药残留物 ,环氧乙烷 ,mg/kg - ppm,2.6,0.05 mg/kg - ppm,严肃的 ,,18-02-2021 13:25:50,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.0850,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.12,0.05 mg/kg - ppm,严肃的 ,,18-02-2021 13:13:33,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0860,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"8,3","0,05 mg/kg - ppm",严肃的 ,,18-02-2021 15:22:50,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0861,农药残留物 ,环氧乙烷 ,mg/kg - ppm,23 / 22 / 2 ,,严肃的 ,,18-02-2021 16:14:11,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.0888,,,,,,严肃的 ,,19-02-2021 15:45:38,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0428,农药残留物 ,环氧乙烷 ,,"3,6 ","0,05",严肃的 ,,27-01-2021 16:09:06,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.0429,,,,,,严肃的 ,,27-01-2021 16:37:48,
RASFF,标题含环氧乙烷,环氧乙烷,草药和香料 ,,,,2021.0430,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.086,0.02 mg/kg - ppm,未定 ,,27-01-2021 16:39:09,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0431,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.9,0.05 mg/kg - ppm,严肃的 ,,27-01-2021 16:51:09,
RASFF,标题含环氧乙烷,环氧乙烷,汤，肉汤，酱汁和调味品 ,,,,2021.0432,,,,,,严肃的 ,,27-01-2021 16:58:15,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0450,农药残留物 ,环氧乙烷 ,mg/kg - ppm,>5.0,0.05 mg/kg - ppm,严肃的 ,,29-01-2021 12:09:52,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.0485,,,,,,严肃的 ,,02-02-2021 11:15:17,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0494,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.47,0.05 mg/kg - ppm,严肃的 ,,02-02-2021 14:22:18,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.0508,,,,,,严肃的 ,,02-02-2021 16:57:57,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.0510,农药残留物 ,环氧乙烷 ,mg/kg - ppm,3.6 ±1.8 ,0.05 mg/kg - ppm,严肃的 ,,02-02-2021 17:18:07,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0552,,,,,,严肃的 ,,04-02-2021 12:48:27,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0167,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"1,3","0,05 mg/kg - ppm",严肃的 ,,13-01-2021 10:52:32,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0167,农药残留物 ,环氧乙烷 ,mg/kg - ppm,10,"0,05 mg/kg - ppm",严肃的 ,,13-01-2021 10:52:32,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.0166,,,,,,严肃的 ,,13-01-2021 10:51:27,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0177,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,47",,严肃的 ,,13-01-2021 17:19:56,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0177,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"3,8",,严肃的 ,,13-01-2021 17:19:56,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0177,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,25",,严肃的 ,,13-01-2021 17:19:56,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0177,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,81",,严肃的 ,,13-01-2021 17:19:56,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0177,农药残留物 ,环氧乙烷 ,mg/kg - ppm,> 5,,严肃的 ,,13-01-2021 17:19:56,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0177,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,25",,严肃的 ,,13-01-2021 17:19:56,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0178,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,63","0,05 mg/kg - ppm",严肃的 ,,13-01-2021 17:34:47,
RASFF,标题含环氧乙烷,环氧乙烷,谷物和面包店产品 ,,,,2021.0180,,,,,,未定 ,,13-01-2021 18:04:19,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0247,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.94,0.05 mg/kg - ppm,严肃的 ,,18-01-2021 12:40:13,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0241,农药残留物 ,环氧乙烷 ,mg/kg - ppm,1.8,0.05 mg/kg - ppm,严肃的 ,,18-01-2021 11:11:03,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0241,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.094,0.05 mg/kg - ppm,严肃的 ,,18-01-2021 11:11:03,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0252,,,,,,严肃的 ,,18-01-2021 14:20:51,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0295,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.16,0.05 mg/kg - ppm,严肃的 ,,20-01-2021 14:34:18,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0269,,,,,,严肃的 ,,19-01-2021 13:11:40,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0258,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,15","0,05 mg/kg - ppm",严肃的 ,,18-01-2021 16:22:09,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0300,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.15,0.05 mg/kg - ppm,严肃的 ,,20-01-2021 15:49:56,
RASFF,标题含环氧乙烷,环氧乙烷,其他食品/混合 ,,,,2021.0297,,,,,,严肃的 ,,20-01-2021 15:02:18,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2021.0302,农药残留物 ,环氧乙烷 ,mg/kg - ppm,0.17,0.05 mg/kg - ppm,严肃的 ,,20-01-2021 16:20:28,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2020.6037,农药残留物 ,环氧乙烷 ,mg/kg - ppm,2.1,0.05 mg/kg - ppm,严肃的 ,,24-12-2020 15:58:25,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2020.6038,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"10,4",0.05 mg/kg - ppm,严肃的 ,,24-12-2020 16:31:31,
RASFF,标题含环氧乙烷,环氧乙烷,坚果，坚果产品和种子 ,,,,2020.6039,,,,,,严肃的 ,,24-12-2020 16:46:57,
RASFF,标题含环氧乙烷,环氧乙烷,可可和可可制剂，咖啡和茶 ,,,,2020.6044,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"1,1","0,05 mg/kg - ppm",严肃的 ,,24-12-2020 17:23:24,
RASFF,标题含环氧乙烷,环氧乙烷,可可和可可制剂，咖啡和茶 ,,,,2020.6044,农药残留物 ,环氧乙烷 ,mg/kg - ppm,"0,02","0,05 mg/kg - ppm",严肃的 ,,24-12-2020 17:23:24,
