信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食品伙伴网,白砂糖,白砂糖,食糖-->白糖,儋州春江南华糖业有限公司,儋州春江南华糖业有限公司,2015-03-26,,,色值,IU,170,≤60IU,不合格,国内监督抽查(原国家食药总局),2015-03-26,
食安通,味精,香辣味精品香干,,湘潭市傻**食品有限公司,,,,,大肠菌群,,,,不合格,国内监督抽查(),2015-03-25,
食安通,味精,康友味精,,福州康*贸易有限公司,,,,,谷氨酸钠、氯化物,,,,不合格,国内监督抽查(),2015-03-16,
食安通,味精,鸡味精（固态复合调味料）,,深圳市好**食品有限公司,,,,,乙酰磺胺酸钾,,,,不合格,国内监督抽查(),2015-04-01,
食安通,芝麻油,纯芝麻油,,陕西三***调味品有限公司,,,,,脂肪酸组成,,,,不合格,国内监督抽查(),2015-04-01,
食安通,陈醋,沙棘陈醋,,包头市永*酿造有限公司,,,,,糖精钠,,,,不合格,国内监督抽查(),2015-04-29,
食安通,陈醋,怀仁泉 山西老陈醋（酿造食醋）（三年陈酿）,,山西老**食品有限公司,,,,,苯甲酸及其钠盐,,,,不合格,国内监督抽查(),2015-04-01,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,黄曲霉毒素B1. ,µg/kg - ppb,"2,7",2,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,Ochratoxin A. ,µg/kg - ppb,"25,7",2,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,黄曲霉毒素B1. ,µg/kg - ppb,"3,6",2 µg/kg - ppb,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,Ochratoxin A. ,µg/kg - ppb,"23,8",2 µg/kg - ppb,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,黄曲霉毒素B1. ,µg/kg - ppb,"2,9",2 µg/kg - ppb,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,Ochratoxin A. ,µg/kg - ppb,"29,4",2 µg/kg - ppb,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,黄曲霉毒素B1. ,µg/kg - ppb,"3,3",2 µg/kg - ppb,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,Ochratoxin A. ,µg/kg - ppb,"18,7",2 µg/kg - ppb,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,黄曲霉毒素B1. ,µg/kg - ppb,"2,6",2 µg/kg - ppb,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,日期糖浆 ,其他食品/混合 ,,,,2020.0995,霉菌毒素 ,Ochratoxin A. ,µg/kg - ppb,"41,3",2 µg/kg - ppb,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,果葡糖浆,在糖浆的草莓 ,水果和蔬菜 ,,,,2020.1412,食品添加剂和调味剂 ,-e124的含量太高 -  Ponceau 4R / Cochineal Red A. ,mg/kg - ppm,"58,6",not permited,不认真 ,国外预警(RASFF),26-03-2020,
RASFF,牡蛎,牡蛎（Crassostra吉利斯） ,双级软体动物及其产品 ,,,,2020.1001,病原微生物 ,诺洛病毒 ,,Present,Absent,严肃的 ,国外预警(RASFF),02-03-2020,
RASFF,牡蛎,牡蛎生命 ,双级软体动物及其产品 ,,,,2020.1181,病原微生物 ,诺洛病毒 ,/g,Genoma virale genogruppo G2 detected in 0.023,,严肃的 ,国外预警(RASFF),12-03-2020,
RASFF,牡蛎,牡蛎///牡蛎 ,双级软体动物及其产品 ,,,,2020.1297,病原微生物 ,诺洛病毒 ,,,,严肃的 ,国外预警(RASFF),20-03-2020,
RASFF,牡蛎,生蚝 ,双级软体动物及其产品 ,,,,2020.1300,病原微生物 ,诺洛病毒 ,,Detected,,严肃的 ,国外预警(RASFF),20-03-2020,
RASFF,牡蛎,生蚝 ,双级软体动物及其产品 ,,,,2020.1416,,,,,,严肃的 ,国外预警(RASFF),27-03-2020,
食品伙伴网,淀粉,玉米淀粉,淀粉及淀粉制品-->淀粉,上海味美思调味食品有限公司,安徽金华联投资股份有限公司集贤店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,七姊生粉（玉米淀粉）,淀粉及淀粉制品-->淀粉,武汉和兴行食品有限公司,安徽金华联投资股份有限公司集贤店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,速溶玉米淀粉,淀粉及淀粉制品-->淀粉,兴化市五味调料食品厂,苏果超市(阜阳)有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,食用玉米淀粉,淀粉及淀粉制品-->淀粉,南京华飞口碱厂,阜阳大润发商业有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,食用玉米淀粉,淀粉及淀粉制品-->淀粉,河北健民淀粉糖业有限公司,河北健民淀粉糖业有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,玉米淀粉,淀粉及淀粉制品-->淀粉,沧州古丰食品有限公司（分装）,石家庄购好商贸有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,精制玉米淀粉,淀粉及淀粉制品-->淀粉,河北嘉尔农业科技有限公司,河北嘉尔农业科技有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,食用玉米淀粉（分装）,淀粉及淀粉制品-->淀粉,北京顺天恒丰商贸有限公司望都第二分公司,饶阳县强生超市,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,玉米淀粉,淀粉及淀粉制品-->淀粉,秦皇岛市大开泰调味食品有限公司,秦皇岛兴龙广缘商业连锁有限公司孟营分店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,烹调淀粉（玉米）,淀粉及淀粉制品-->淀粉,沧州古丰食品有限公司,沧州古丰食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,食品玉米淀粉,淀粉及淀粉制品-->淀粉,苏州市云可食品有限公司,淮安楚州润州商业有限公司,2015-03-02,,,,,,,合格,国内监督抽查(江苏市场监管局),2015-03-02,
食品伙伴网,淀粉,木薯淀粉,淀粉及淀粉制品-->淀粉,上海裕田农业科技有限公司,淮安楚州润州商业有限公司,2015-03-02,,,,,,,合格,国内监督抽查(江苏市场监管局),2015-03-02,
食品伙伴网,淀粉,食用玉米淀粉,淀粉及淀粉制品-->淀粉,沈阳含怡食品有限公司,青岛润泰事业有限公司佳木斯分公司,2015-03-26,,,大肠杆菌,MPN/100g,430,≤70MPN/100g,不合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,食用玉米淀粉,淀粉及淀粉制品-->淀粉,沈阳含怡食品有限公司,青岛润泰事业有限公司佳木斯分公司,2015-03-26,,,霉菌, CFU/g,150,≤100 CFU/g,不合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,土豆淀粉,淀粉及淀粉制品-->淀粉,西安市华香调味品食品有限公司,西安市未央区汉城街办雷寨村,2015-03-26,,,菌落总数, CFU/g,21000,≤10000 CFU/g,不合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,食用玉米淀粉,淀粉及淀粉制品-->淀粉,菱花集团有限公司,青岛永旺东泰商业有限公司济宁购物中心,2015-03-26,,,大肠杆菌,MPN/100g,150,≤70MPN/100g,不合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,红薯淀粉,淀粉及淀粉制品-->淀粉,北京顺天恒丰商贸有限公司望都第二分公司,保定市惠友万家福超级市场有限公司时尚百货金顶店,2015-03-26,,,铅, mg/kg,0.32,≤0.2 mg/kg,不合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,食用玉米淀粉,淀粉及淀粉制品-->淀粉,嘉兴市白浪淀粉制品有限公司,嘉兴市白浪淀粉制品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,玉米淀粉,淀粉及淀粉制品-->淀粉,苏州市云可食品有限公司,苏州市云可食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,生粉（玉米淀粉）,淀粉及淀粉制品-->淀粉,如皋市味四方调味品厂,如皋市味四方调味品厂,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,淀粉,玉米淀粉,淀粉及淀粉制品-->淀粉,徐州市恒基调味品有限公司,淮安区淮城镇一家乐超市经营部,2015-03-02,,,,,,,合格,国内监督抽查(江苏市场监管局),2015-03-02,
RASFF,芝麻油,芝麻和磨碎的薯片 ,坚果，坚果产品和种子 ,,,,2020.1057,,,,,,不认真 ,国外预警(RASFF),04-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1109,病原微生物 ,沙门氏乳头阿伯丁 ,/25g,PRESENCE IN ONE OUT OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),09-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1149,病原微生物 ,沙门氏菌-Herston ,/25g,PRESENCE IN ONE OUT OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),11-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1150,病原微生物 ,沙门氏沙兰萨拉玛 ,/25g,PRESENCE IN TWO OUT OF TEN SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),11-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1150,病原微生物 ,没有定义 - 沙门氏菌 ,/25g,PRESENCE IN TWO OUT OF TEN SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),11-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1271,病原微生物 ,没有定义 - 沙门氏菌 ,/25g,present,no presence /25g,严肃的 ,国外预警(RASFF),20-03-2020,
RASFF,芝麻油,枯萎的芝麻 ,坚果，坚果产品和种子 ,,,,2020.1442,病原微生物 ,沙门氏菌SPP。 ,/25g,,,严肃的 ,国外预警(RASFF),30-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1463,病原微生物 ,沙门尔拉读书 ,/25g,PRESENCE IN ONE OUT OF TEN SUB UNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1463,病原微生物 ,Salmonella Karamoja. ,/25g,PRESENCE IN ONE OUT OF TEN SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1463,病原微生物 ,Salmonella braenderup。 ,/25g,PRESENCE IN ONE OUT OF TEN SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1463,病原微生物 ,沙门氏菌SPP。 ,/25g,PRESENCE IN TWO OUT OF TEN SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1465,病原微生物 ,沙门氏菌SPP。 ,/25g,PRESENCE IN ONE OUT OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1466,病原微生物 ,Salmonella Karamoja. ,/25g,PRESENCE IN ONE OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1466,病原微生物 ,沙门氏菌慈善机构 ,/25g,PRESENCE IN ONE OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1466,病原微生物 ,Salmonella明尼苏达州 ,/25g,PRESENCE IN ONE OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1466,病原微生物 ,沙门氏菌SPP。 ,/25g,PRESENCE IN TWO OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1472,病原微生物 ,Salmonella livingstone. ,/25g,PRESENCE IN ONE OUT OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1472,病原微生物 ,沙门氏菌SPP。 ,/25g,PRESENCE IN ONE OUT OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1473,病原微生物 ,沙门氏菌阿德莱德 ,/25g,PRESENCE IN ONE OUT OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1473,病原微生物 ,沙门氏菌SPP。 ,/25g,PRESENCE IN ONE OUT OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1474,病原微生物 ,Salmonella Putten. ,/25g,PRESENCE IN ONE OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1474,病原微生物 ,沙门氏菜新加坡 ,/25g,PRESENCE IN ONE OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1474,病原微生物 ,沙门氏菌制造 ,/25g,PRESENCE IN ONE OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
RASFF,芝麻油,芝麻籽 ,坚果，坚果产品和种子 ,,,,2020.1474,病原微生物 ,沙门氏菌SPP。 ,/25g,PRESENCE IN TWO OUT OF FIVE SUBUNITS,ABSENCE /25g,严肃的 ,国外预警(RASFF),31-03-2020,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,安徽省安庆市金良友食品有限责任公司,安庆市新皖韵食品有限公司金桂大卖场,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,头道香（初榨芝麻油）,食用油脂及其制品-->食用植物油,武汉福达食用油调料有限公司黄金口都市工业园分公司,武汉市江岸区天富粮油经营部,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,应城市陈老六麻油厂,武汉市东西湖勤轩干调经营部,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,上海淘大食品有限公司,中百超市有限公司蝙蝠路分店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,黑纯芝麻油,食用油脂及其制品-->食用植物油,合肥市金乡味工贸有限责任公司,中百超市有限公司蝙蝠路分店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,武汉市劲宝食品有限公司,武汉市蔡甸区百家乐购物广场,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,香芝麻油,食用油脂及其制品-->食用植物油,东莞顶志食品有限公司,中百仓储超市有限公司蔡甸金泉店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,黑芝麻油（压榨）,食用油脂及其制品-->食用植物油,成都乡王食品有限公司,成都乡王食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,安徽省文彩麻油有限公司,安徽阜阳皖菜园土特产有限公司清河路分公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,金龙鱼香芝麻油,食用油脂及其制品-->食用植物油,嘉里粮油（四川）有限公司,泸州时代龙腾商贸有限公司汇通超市金诺店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,金龙鱼香芝麻油,食用油脂及其制品-->食用植物油,嘉里粮油（四川）有限公司,泸州时代龙腾商贸有限公司汇通超市金诺店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,宁府纯芝麻油（压榨）,食用油脂及其制品-->食用植物油,杭州绿龙食品有限公司,杭州绿龙食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,小磨芝麻油,食用油脂及其制品-->食用植物油,杭州禾香粮油制品厂,杭州禾香粮油制品厂,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油（水代法）,食用油脂及其制品-->食用植物油,杭州禾香粮油制品厂,杭州禾香粮油制品厂,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,头道芝麻油,食用油脂及其制品-->食用植物油,安阳市香鹤来食品有限公司,安阳市香鹤来食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油（压榨）,食用油脂及其制品-->食用植物油,宁波市江丰食品有限公司,宁波市江丰食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,天津鑫朝阳食品科技有限公司,天津鑫朝阳食品科技有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,香芝麻油,食用油脂及其制品-->食用植物油,武汉福运家食用油有限公司,黄石市金港商贸有限公司老下陆超市,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,南漳水镜油脂有限公司,丹江口市好邻居超市,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,100%纯芝麻油,食用油脂及其制品-->食用植物油,襄阳岘山绿色食品有限公司,神农架林区惠诚购物广场有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,十堰斯普瑞工贸有限公司城北胡记食用油加工厂,十堰市新合作超市有限公司量贩店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,驻马店顶志食品有限公司,驻马店顶志食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,三添芝麻油,食用油脂及其制品-->食用植物油,上海三添食品有限公司,上海农工商超市航头店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,上海淘大食品有限公司,上海农工商超市航头店,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,小磨芝麻油,食用油脂及其制品-->食用植物油,四川宜宾百年康生物科技有限公司,四川宜宾百年康生物科技有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,芝麻油,食用油脂及其制品-->食用植物油,洛阳市钦明油脂食品有限公司,洛阳市钦明油脂食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,豫红纯黑芝麻油,食用油脂及其制品-->食用植物油,金华鑫鲜调味食品有限公司,金华鑫鲜调味食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,三原三友调味有限公司,三原三友调味有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,黑芝麻油,食用油脂及其制品-->食用植物油,三原三友调味有限公司,三原三友调味有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,陕西三原九味聚调味食品有限责任公司,陕西三原九味聚调味食品有限责任公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,陕西三原老时家工贸有限公司,陕西三原老时家工贸有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,陕西绿宝鲜调味食品有限公司,陕西绿宝鲜调味食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,芝麻油,纯芝麻油,食用油脂及其制品-->食用植物油,三原立博调味食品有限责任公司,三原立博调味食品有限责任公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,发达面粉集团股份有限公司,发达面粉集团有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",饺子小麦粉,粮食及其制品-->小麦粉,厦门海嘉面粉有限公司,永辉超市股份有限公司福建福州五四北路超市,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,山东亿家粮油食品有限公司,山东亿家粮油食品有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,菏泽市鲁星制粉有限公司,菏泽市鲁星制粉有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,定陶县富瑞面粉厂,定陶县富瑞面粉厂,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,菏泽五合源面粉有限公司,菏泽五合源面粉有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,菏泽五合源面粉有限公司,菏泽五合源面粉有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",高筋小麦粉,粮食及其制品-->小麦粉,青岛维良食品有限公司,利群集团城阳购物广场有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,内丘县三永面粉厂,内丘县三永面粉厂,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,廊坊昊康面粉有限公司,廊坊昊康面粉有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
食品伙伴网,"小麦粉,小麦",小麦粉,粮食及其制品-->小麦粉,大城县鑫祯面粉有限公司,大城县鑫祯面粉有限公司,2015-03-26,,,,,,,合格,国内监督抽查(原国家食药总局),2015-03-26,
